SPEAKER_00:  Harry trades the same way he approaches life. Customize, don't compromise. Which is precisely why he uses the TD Active Trader platform. Because in a world of customizations, nothing compares to the deep customization capabilities of the TD Active Trader platform, where even custom customizations are, well, customized. Everything you need to live, breathe, trade. Visit td.com slash active trader to learn more. TD, ready for you.
SPEAKER_09:  Okay, so we take half damage.
SPEAKER_09:  Ah.
SPEAKER_09:  There.
SPEAKER_04:  ll
SPEAKER_09:  It takes...
SPEAKER_09:  You take them pretty good. All right, this guy over here.
SPEAKER_09:  That's gonna be in 18. 18 fails. Pales. Alright, so here.
SPEAKER_09:  It took some fire damage heat, it gets blasted into ash from that.
SPEAKER_09:  It's got her side. This guy over here.
SPEAKER_09:  He fails as well. It's 32, right? 32.
SPEAKER_04:  Mat Very Good Morning Jay
SPEAKER_09:  Was it 36?
SPEAKER_04:  32.
SPEAKER_09:  Yeah, he takes 30 points of damage. He is singed badly by it over there that fellow is gonna be a natural 20 So he takes half of that
SPEAKER_09:  16 on that end but it's still injured by it. This guy back here.
SPEAKER_09:  That's time he fails and he takes...
SPEAKER_09:  So he's pretty bad.
SPEAKER_09:  And to the guy at the top of there.
SPEAKER_09:  he's going to go ahead and fail as well. And so he takes...
SPEAKER_09:  You're taking anything.
SPEAKER_09:  Alrighty, so I'm gonna blast that, that light.
SPEAKER_09:  Post off likelihood.
SPEAKER_04:  Like congratulations. It might all big tutors. All of that takes advantage at all.
SPEAKER_04:  Does the key to like the kick? Because I was also trying to just... Like the tower? The tower. Sorry.
SPEAKER_09:  the tower. It is a sunburst of radiant energy.
SPEAKER_09:  Um.
SPEAKER_09:  Here's what I'll say, it does not damage the tower. But what it does is it is a very bright burst of light, which lights up all the nooks and crannies if it's odd, maze-like construction. So I'll say for the next round, anybody who wants to inspect the tower gets to do so at advantage because of your burst.
SPEAKER_04:  Cool. Okay. So that's what I'll say because I'll say the...
SPEAKER_09:  So that's what I'll say, because I'll say the tower probably would not be subjected to the reading and damage of the summers.
SPEAKER_04:  be reading.
SPEAKER_09:  However, the effect that's the sunburst is on a failed save. They are blinded for one minute, right? Yeah.
SPEAKER_05:  However, the effect that's reversed is on a...
SPEAKER_09:  So for that, Scrag is blinded. Uh, blinded.
SPEAKER_05:  Okay slide.
SPEAKER_03:  Yes.
SPEAKER_07:  I can do.
SPEAKER_09:  I should have heard it.
SPEAKER_05:  They're everywhere."
SPEAKER_02:  It's lined up.
SPEAKER_03:  have any sort of...
SPEAKER_02:  legendary reaction to that.
SPEAKER_03:  Yeah, it did. It's brag fucking did a poison cone and also...
SPEAKER_09:  but like never just get it down.
SPEAKER_02:  that was just the end of the day.
SPEAKER_03:  Of the vision- eventually
SPEAKER_09:  I generally say, alright Pike, so finish your turn.
SPEAKER_03:  Bye.
SPEAKER_03:  Yes.
SPEAKER_04:  off.
SPEAKER_09:  Right, and if you turn, I was going to go ahead and use his legendary action.
SPEAKER_04:  Good turn.
SPEAKER_03:  I was always the guy on his cracker.
SPEAKER_09:  Mm-hmm.
SPEAKER_09:  and is going to...
SPEAKER_09:  use
SPEAKER_03:  I was always, when was this train? Was it after?
SPEAKER_09:  especially. I was always after Scanlon.
SPEAKER_02:  Special Syndrome. It was a lot of bad filming for clients.
SPEAKER_03:  message
SPEAKER_09:  He used spends all three of his legendary actions on.
SPEAKER_09:  Beast my pace! And both Scrag and Vorak both get to make an immediate melee attack.
SPEAKER_09:  So,
SPEAKER_09:  Vorac is going to go ahead and spin.
SPEAKER_09:  around
SPEAKER_12:  Whoa
SPEAKER_12:  That is like the deluxe monster for any toy in the 80s.
SPEAKER_03:  It's so cool
SPEAKER_09:  Make it up for all the toys that parents are going to form and that's a good.
SPEAKER_09:  So, I'm going to go and go and go and try and take a manual bite on you, Percy. Has this advantage? It is blinded. However, it does have a blind sight.
SPEAKER_09:  Um.
SPEAKER_09:  but it's still just a advantage anyway. Correct.
SPEAKER_07:  well that just abandoned us, anyway.
SPEAKER_09:  I thought it might. So.
SPEAKER_09:  You, that's going to be... Leo gets quiet. Oh, 19? Fuck. Duck.
SPEAKER_11:  That's going to be...
SPEAKER_09:  That? Yeah. Okay, just barely. That's right. Will you take?
SPEAKER_09:  I'm playing it. And the ball is...
SPEAKER_09:  Ooh.
SPEAKER_09:  34 points of piercing damage.
SPEAKER_09:  along with, along with.
SPEAKER_09:  Oh, it's a bad role.
SPEAKER_09:  Bye.
SPEAKER_09:  13 points of acid damage.
SPEAKER_09:  Hit that.
SPEAKER_09:  That's awful. Uh, I need you to make a shrinkstick.
SPEAKER_11:  workspace.
SPEAKER_09:  All right.
SPEAKER_11:  No, please, thank you.
SPEAKER_11:  I don't know, I don't know.
SPEAKER_05:  I don't know, I don't know.
SPEAKER_11:  Um, oh thank God because I rolled a one. Uh...
SPEAKER_09:  19
SPEAKER_09:  1960s you are not a
SPEAKER_09:  pulled into its mandibles and restrained. Oh my god. Oh.
SPEAKER_05:  Oh my god. Oh, that's a step in the English.
SPEAKER_11:  What does that mean?
SPEAKER_11:  sure you got this there.
SPEAKER_11:  No, sir. Good at that matter. You're real tired. I'm tired. Well, that's okay. Yeah, thank you. Again, yeah, thank you. This is where I'm at.
SPEAKER_05:  It doesn't matter.
SPEAKER_02:  higher on the other day.
SPEAKER_09:  finishing that go. Before I can go ahead and make another attack on you, Grog.
SPEAKER_09:  Good to see you guys.
SPEAKER_09:  This advantage is going to be 20. It hits, okay.
SPEAKER_09:  So with that, with other grasping bite on you.
SPEAKER_02:  them.
SPEAKER_09:  28 points of piercing damage.
SPEAKER_05:  have to have tabs to have.
SPEAKER_09:  So 20 points per year seems reduced to 14. So 18 points per year. $14. And you're gonna make another strength to have intro. I'm glad it's. Sorry, I did. Sorry to take the trip.
SPEAKER_10:  I'm great.
SPEAKER_09:  Jimmy de Vannajon because you are a very very old. Not good.
SPEAKER_09:  Patrol will The Venid.
SPEAKER_10:  Yeah, okay.
SPEAKER_10:  three
SPEAKER_09:  That's six. As Grog is slamming his axe into this creature, feasting time indeed has begun as Vorak.
SPEAKER_10:  Oh a second.
SPEAKER_09:  It's not on Grog and pulls back and Fogg is nowhere inside.
SPEAKER_05:  Bye!
SPEAKER_05:  Bye!
SPEAKER_09:  I'm sorry.
SPEAKER_09:  already
SPEAKER_12:  After having fun Hammond's
SPEAKER_12:  That's a first. That is all the syndicate's legendary actions to do that.
SPEAKER_09:  That is all the Center Kings legendary actions to do that.
SPEAKER_07:  Gonna think I just never thought
SPEAKER_09:  The Van Garr vitter blind. This one's going to rush off in this direction. He did not see Grog, so he's going to run over this way and dash to try and get to where he is.
SPEAKER_03:  getting to.
SPEAKER_09:  Doesn't know where Brock has. This gentleman here is gonna go ahead and rush over this way to join the fray, and then kind of trip and fall, and then dash over, and that's his turn to turn to a rock. He's just like, ah!
SPEAKER_05:  and.
SPEAKER_05:  all-stars, . .
SPEAKER_08:  Don't move anything efficample something, nothing else in the actual situation.
SPEAKER_07:  Imagine if you're cute with this sounds like living on the bottom floor of an apartment complex. It's just like...
SPEAKER_09:  Thanks.
SPEAKER_07:  So, fine here work.
SPEAKER_09:  one here is going to put its back against the side put it shield up and just kind of get out of any sort of eyesight and is holding down to defend the stairs.
SPEAKER_09:  You'll get three more.
SPEAKER_12:  this thing.
SPEAKER_09:  that whole test you.
SPEAKER_09:  this one here.
SPEAKER_09:  going to go ahead and...
SPEAKER_09:  Move over to here because it sees they have a tail, coming flying up in the air by the...
SPEAKER_09:  but the front there and it's going to go ahead and attempt to
SPEAKER_08:  Tim.
SPEAKER_08:  Bye!
SPEAKER_09:  I'm going to shoot a jacket dart at you. Two jacket darts. This advantage of each. First one is going to be, you guys have avoided some natural twenties because that disadvantage is good. 22 to hit.
SPEAKER_08:  You've darted at you, two jacket dirts.
SPEAKER_05:  22.
SPEAKER_12:  Yes.
SPEAKER_09:  That's it.
SPEAKER_09:  You take.
SPEAKER_09:  8 points of piercing damage.
SPEAKER_09:  Make constitution.
SPEAKER_09:  I'll see you next time.
SPEAKER_09:  And the second one is a...
SPEAKER_09:  14 to hit 20 misses.
SPEAKER_12:  That's really high. That is a 20... 21.
SPEAKER_09:  you're fine. And the one up top here can't quite get to you, but it's going to go ahead and...
SPEAKER_09:  Actually, it's on top and it's blind at the moment and it knows it's the top and the stairs.
SPEAKER_05:  good ass.
SPEAKER_09:  It's gonna try and make it.
SPEAKER_05:  Anyhow my friends.
SPEAKER_09:  Here's I'm gonna say because it's fun because you guys put this on here what who since
SPEAKER_09:  You're the one that cast it to make them blind. I don't know the blind title is you from the, from the, I think so go ahead and roll 2D 20s for me. You're rolling perception with disadvantage on them. So roll and add three.
SPEAKER_05:  Oh, that's a good one.
SPEAKER_09:  with this advantage.
SPEAKER_04:  Okay, 12.
SPEAKER_09:  12.
SPEAKER_09:  Take a few steps here and then.
SPEAKER_09:  We're going to put it on top of it. There are another pair of six points.
SPEAKER_05:  Thanks.
SPEAKER_05:  points.
SPEAKER_09:  6 points of bludgeoning damage.
SPEAKER_09:  crack it's it is like
SPEAKER_09:  It is really hurt and prone that's its turn
SPEAKER_09:  Alright, that finishes. There we go. Now all the thought eaters go.
SPEAKER_01:  Oh my god!
SPEAKER_09:  So this thought he did this for a long time.
SPEAKER_01:  I'll talk up. Until then, next Department.
SPEAKER_06:  Don't worry Rob, one's up.
SPEAKER_11:  over some. No.
SPEAKER_01:  It's just all happening.
SPEAKER_07:  Is this all happening after pink?
SPEAKER_11:  Yes, still round one.
SPEAKER_07:  Okay, so I'm gonna opaque a bunch of stuff.
SPEAKER_09:  There we are.
SPEAKER_11:  I know, it's a bunch of...
SPEAKER_09:  Go ahead.
SPEAKER_09:  Yeah, it's a bunch of...
SPEAKER_03:  But he got it was because...
SPEAKER_03:  Ozo took his legendary actions three legendary actions at the end of Pikes d'Arn.
SPEAKER_09:  This one here is going to go ahead and focus in the center of the beam where it's crackling upward Uh-oh. And it's going to channel its attention through that focal point to give it a extended range and the normal. Let's do it.
SPEAKER_03:  It's gonna go ahead and...
SPEAKER_03:  business.
SPEAKER_05:  Let's do it.
SPEAKER_03:  That's a cool idea.
SPEAKER_09:  Um
SPEAKER_09:  And to that point it's way better.
SPEAKER_03:  Let's wait for one of the little bullies. We'll all of them combined. He's using it to...
SPEAKER_03:  amplify his smell. It's going to attempt.
SPEAKER_09:  It's going to attempt to...
SPEAKER_09:  Mind ravage.
SPEAKER_09:  Pikes, it's probably the one that blasted up the thing. It's range is absurd, so you are definitely the way it has to sevanage to strike you though.
SPEAKER_09:  Uh, fucking you guys like there's so many natural twenties that have been ignored because of it. Holy shit. Alright, still a 21 to hit.
SPEAKER_08:  because.
SPEAKER_03:  www.ste Wangstar.com
SPEAKER_08:  I know.
SPEAKER_09:  No?
SPEAKER_05:  Come on.
SPEAKER_09:  So it's first mind ravage misses, it's gonna go for a second one, and you glance over in the direction when you see it glowing, and it's weird pulsing, almost like an extension of a shockwave. Like heading towards you, and it glings off your armor, and hits the ground. A second one's coming towards you. That one is gonna be a 23. That just hits. Okay, get see one.
SPEAKER_05:  Thanks for...
SPEAKER_05:  Good morning.
SPEAKER_05:  towards you.
SPEAKER_05:  Okay, good see one.
SPEAKER_09:  That mine ravage is going to hit you for.
SPEAKER_09:  22 points of psychic damage.
SPEAKER_09:  And you cannot take reactions until the end of its next turn.
SPEAKER_05:  you
SPEAKER_09:  as your brain is like, there's just something blasted with angry sound energy.
SPEAKER_05:  in the southwest chair.
SPEAKER_09:  Alrighty.
SPEAKER_09:  This one over here is since it's only been in range of you they have tell.
SPEAKER_09:  You rush to the key, man. And they're all right there. It's going to attempt to second slam you off of your mount.
SPEAKER_09:  Last year comes. And another natural 20. And then followed by 16. Plus 10, 26 to hit? Definitely. All right, so UT.
SPEAKER_07:  feeling.
SPEAKER_09:  12 points of second damage.
SPEAKER_07:  12 points.
SPEAKER_09:  and I need you to make a... No, you're just moving 15 feet of gala geosom.
SPEAKER_12:  You will get yourself 120.
SPEAKER_12:  together.
SPEAKER_12:  temporary hit points that are gone.
SPEAKER_09:  I have a dip below here.
SPEAKER_09:  So you get yanked off of your mount and you're plumbantly by making acrobatics check.
SPEAKER_12:  Okay, what was the damage for the psychic was 12 you said? Yes.
SPEAKER_06:  Parks. Chris Miller Welcome...
SPEAKER_12:  This is a save.
SPEAKER_12:  This is an acrobatics check. Acrobatics.
SPEAKER_09:  Yes.
SPEAKER_02:  We got potions and potions.
SPEAKER_09:  That's not great. That's an E.
SPEAKER_02:  That's not great. That's an eight.
SPEAKER_09:  8.
SPEAKER_09:  You take three points of bludgeoning damage from the impact and you do land prone.
SPEAKER_09:  And from there, with its secondary attack, it's going to lean over and it's going to attempt to psych-ravid you while you're on the ground. Let's finish on that. That's going to be...
SPEAKER_09:  Yeah, that's it. 20.
SPEAKER_09:  I am. When you hit you? Yeah. Okay. So your mind is suddenly assaulted by its psychic.
SPEAKER_09:  capabilities carrying into you for.
SPEAKER_09:  Uh, this is the second 15 points of second damage. Yes.
SPEAKER_02:  This is the second.
SPEAKER_05:  team points of psychic damage.
SPEAKER_09:  and you cannot take reactions to the internet okay
SPEAKER_09:  Do not.
SPEAKER_12:  Bye.
SPEAKER_05:  Did I see?
SPEAKER_12:  dimension and
SPEAKER_12:  You're going to get close to the second attack. I'm like crashing to the ground in front of your location.
SPEAKER_09:  second.
SPEAKER_09:  You just, you hear.
SPEAKER_09:  you watch the of tail just slam into the ground, bounce on the ground and hit, and then suddenly like clutch her head, you do not see anything else coming for it.
SPEAKER_02:  So I can't counter spell the attack since I don't see where.
SPEAKER_09:  That's pretty neat. You're hiding in the corner, which means
SPEAKER_02:  Thanks you.
SPEAKER_02:  I can't cutting words it because I can't see the attacker. Okay, okay.
SPEAKER_09:  Anything of the LSU?
SPEAKER_02:  I should get out of the oven.
SPEAKER_09:  But if I need you to make two constitution saving throws. I don't think it's right because you hit three times.
SPEAKER_12:  Okay, I save them the first. Well, I don't know. It's a 19 on the first
SPEAKER_09:  All the damage is low enough, where you need to roll a tenor. One, okay. One, two, three. One, two, three. That's so cool. I know.
SPEAKER_12:  Second one is available.
SPEAKER_09:  Really now.
SPEAKER_09:  Okay, holy order drops. A thumbs bottom. Oh, yeah. Oh, oh. Oh, oh. Oh, oh. You all feel the protection of the aura fade from you. A little candle lamp. Oh, I'm sorry, I just abandoned him.
SPEAKER_05:  Go, back.
